#Datasets	A13208_frSF2_un-enriched_2M-subsampledSortMeRNA-0-1	A13209_frSF3_55c_SortMeRNA-100k-0-1	A13204_frPP2_55c_SortMeRNA-100k-0-1	A13213_frPP1_55c_SortMeRNA-100k-0-1	A13208_frSF2_65c_SortMeRNA-100k-0-1	A13209_frSF3_65c_SortMeRNA-100k-0-1	A13204_frPP2_65c_SortMeRNA-100k-0-1	A13213_frPP1_65c_SortMeRNA-100k-0-1	A13208_frSF2_55c_SortMeRNA-100k-0-1	A13209_frSF3_un-enriched_2-05M-subsampledSortMeRNA-0-1	A13213_frPP1_un-enriched_2-35M-subsampledSortMeRNA-0-1	A13204_frPP2_un-enriched_1-7M-subsampledSortMeRNA-0-1
"Peptostreptococcus"	0.0	0.0	151.0	210.0	130.0	0.0	145.0	255.0	99.0	0.0	4.0	0.0
"Syntrophomonadaceae"	4.0	0.0	0.0	159.0	223.0	0.0	0.0	128.0	214.0	0.0	1.0	0.0
"Pelospora"	12.0	0.0	0.0	0.0	319.0	0.0	0.0	0.0	358.0	0.0	4.0	0.0
"Erysipelotrichia"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Erysipelotrichales"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Erysipelotrichaceae"	0.0	0.0	0.0	108.0	0.0	0.0	0.0	144.0	0.0	0.0	5.0	0.0
"Negativicutes"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Selenomonadales"	15.0	100.0	980.0	2024.0	386.0	110.0	1023.0	2148.0	355.0	3.0	78.0	29.0
"Selenomonadaceae"	0.0	0.0	32.0	53.0	0.0	0.0	29.0	63.0	0.0	0.0	5.0	0.0
"Selenomonas"	0.0	0.0	115.0	285.0	0.0	0.0	169.0	314.0	0.0	0.0	11.0	3.0
"Tenericutes"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mollicutes"	0.0	0.0	0.0	0.0	106.0	0.0	0.0	0.0	151.0	3.0	2.0	1.0
"Acholeplasmatales"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Acholeplasmataceae"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0
"Acholeplasma"	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Candidatus Phytoplasma"	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
"Archaea"	1.0	0.0	4.0	6.0	2.0	0.0	3.0	1.0	1.0	0.0	1.0	2.0
"Candidatus Thermoplasmatota"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Thermoplasmata"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Thermoplasmatales"	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Euryarchaeota"	1.0	0.0	33.0	11.0	7.0	0.0	19.0	5.0	27.0	0.0	2.0	3.0
"Methanomada group"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Methanobacteria"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Methanobacteriales"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Methanobacteriaceae"	0.0	0.0	50.0	7.0	109.0	0.0	66.0	7.0	9.0	0.0	4.0	6.0
"Methanobrevibacter"	18.0	0.0	588.0	301.0	0.0	0.0	392.0	212.0	113.0	0.0	39.0	47.0
"No hits"	187.0	1255.0	675.0	904.0	338.0	583.0	279.0	436.0	1116.0	126.0	199.0	118.0
"Not assigned"	0.0	4.0	4.0	3.0	2.0	0.0	2.0	2.0	7.0	1.0	0.0	1.0
